state,county,total_cost,cost_of_living_ranking,geometry
MI,Gratiot,19979.212534,0.9381415880519706,POINT (-82.4805061 43.0414386)
MI,Houghton,22153.854344,0.8761865287533958,POINT (-88.569012 47.121872)
MS,Quitman,19206.14179,0.9601662008255626,POINT (-88.7281 32.0401499)
FL,Walton,23272.871644000003,0.8443059758923104,POINT (-80.2561504 27.2998246)
GA,Banks,20193.761984,0.9320291221570808,POINT (-83.8332349 34.3520444)
GA,Gwinnett,25843.435244,0.7710711932552757,POINT (-84.0088396 33.9590688)
ID,Ada,24321.894018000003,0.8144195628343818,POINT (-116.3206513 43.5292589)
IA,Iowa,21063.425872,0.9072525922922065,POINT (-91.5299106 41.6612561)
IA,Louisa,20219.846294000003,0.9312859859930552,POINT (-91.6698695 42.029796)
IA,Story,23445.212552,0.839396021928577,POINT (-93.5957713 42.1872062)
KY,Trimble,21670.766138000003,0.8899496038085801,POINT (-84.7357763 37.0120194)
ME,Somerset,21557.293186,0.8931824228584192,POINT (-69.7975591 45.6072669)
CO,Mesa,23930.01494,0.8255841102112028,POINT (-108.1395061 39.1661104)
FL,Escambia,21790.863498,0.8865280568548765,POINT (-86.6330096 30.9579598)
IL,Putnam,22509.072072,0.8660664550470298,POINT (-89.3964789 41.1850366)
IL,Wabash,22720.342592,0.8600474051352465,POINT (-87.6249725 41.8502551)
IN,Vermillion,22156.160232,0.8761208345194677,POINT (-85.8677611 39.9412423)
MI,Otsego,21319.496376,0.8999572008456785,POINT (-85.696406 42.4605904)
MS,George,19788.665446000006,0.9435702320161968,POINT (-90.7017634 32.8501303)
IN,Huntington,20429.167144000003,0.925322481743968,POINT (-85.4964727 40.882353)
MI,Mason,20246.866464,0.9305161873867244,POINT (-84.4422845 42.5797113)
AL,Dallas,20441.33872,0.9249757162631568,POINT (-86.576659 34.7439798)
AR,Clay,18845.483556,0.970441273332326,POINT (-91.7862521 35.3967485)
IA,Audubon,20789.406364,0.9150593468524464,POINT (-94.9307636 41.7216265)
MI,Berrien,21919.664972,0.8828585316380253,POINT (-86.2756113 41.9420995)
GA,Peach,21255.72663,0.901773986661493,POINT (-83.8760194 32.5523697)
KS,Riley,24716.083364,0.8031891964384114,POINT (-96.830844 39.298885)
KS,Shawnee,22320.323096,0.8714438712021184,POINT (-94.7145415 39.0229714)
KY,Montgomery,19910.223798,0.9401070617268348,POINT (-87.740569 36.8781038)
GA,Lumpkin,21550.532254,0.8933750403005412,POINT (-84.7990901 32.0509895)
ID,Idaho,22447.671052,0.8678157563883357,POINT (-112.03628 43.4887907)
ME,Penobscot,23318.315848,0.8430112806737005,POINT (-68.7111393 44.4645203)
MN,Chisago,28021.24827,0.7090257867213883,POINT (-92.8899376 45.3735757)
AL,Tuscaloosa,23070.365478,0.8500753313168055,POINT (-87.5675258 33.2095614)
AR,Desha,19026.136574,0.9652945092118216,POINT (-91.6798619 35.7361886)
CA,Ventura,33042.77539,0.5659636010049269,POINT (-119.293174 34.2783355)
CO,Elbert,29178.026738,0.6760694266207544,POINT (-104.5367173 39.219154)
CO,Rio Blanco,22473.635441999995,0.8670760367183176,POINT (-107.9453508 39.7377544)
IL,Cass,21499.262574,0.8948357020288369,POINT (-87.973989 41.8116179)
IL,Marshall,23061.811648,0.85031902802237,POINT (-87.6936384 39.3914252)
KY,Kenton,23271.06478,0.8443574530439728,POINT (-84.4560507 38.8683985)
IL,Coles,21205.679606,0.9031998151935202,POINT (-88.471163 39.5203111)
MS,Pearl River,20459.746856,0.924451272581346,POINT (-89.2278492 32.7834624)
MO,Boone,23329.933064,0.8426803087854314,POINT (-94.593209 38.9629901)
AL,Shelby,26919.862554,0.740404019693642,POINT (-86.584149 33.110396)
AR,Dallas,19250.783508,0.9588943682537976,POINT (-94.2190985 34.5359403)
CA,Amador,27547.278728,0.7225290730765461,POINT (-120.824103 38.4193553)
CO,Dolores,21993.51267,0.8807546272213926,POINT (-108.504535 37.4738818)
IL,Logan,21014.325566,0.9086514490399338,POINT (-88.8405465 37.9571937)
IA,Fayette,20508.384006,0.9230656110445784,POINT (-91.802268 42.8433022)
KS,Crawford,20228.474817999995,0.9310401612721194,POINT (-98.0350521 38.5133425)
FL,Pasco,24094.810176000003,0.820889130756861,POINT (-82.3370334 28.3247263)
GA,Talbot,20314.89913,0.9285779519325508,POINT (-84.6921532 32.5881789)
IN,Jackson,20473.976028,0.924045886650212,POINT (-85.441353 39.0650538)
MN,Carlton,24664.0693,0.8046710655005536,POINT (-92.4249135 46.6638322)
MO,Adair,20308.957106,0.9287472388687168,POINT (-92.3765782 40.2522575)
AR,Lonoke,22020.269906,0.8799923195459755,POINT (-91.9018905 34.7823865)
FL,Citrus,21595.077404,0.8921059589295204,POINT (-81.6770547 28.3550481)
GA,Jasper,22645.76042,0.8621722345520398,POINT (-84.4290918 34.4678687)
KS,Kiowa,21209.194562,0.9030996748824076,POINT (-98.4853539 37.0172493)
MI,Clinton,22552.992544,0.8648151706126607,POINT (-83.9716096 42.0719867)
MO,Barry,19224.130040000004,0.9596537196020788,POINT (-94.6002535 39.2458971)
AR,Crittenden,20293.747672000005,0.929180552245216,POINT (-90.4556579 35.2442546)
IL,Edwards,23101.081262,0.8492002454933051,POINT (-89.7442697 40.7458704)
IL,Massac,22792.654316,0.8579872602746996,POINT (-88.7186639 37.1436656)
KY,Mason,19611.378160000004,0.9486211071840082,POINT (-83.0498919 37.7206484)
MN,Hennepin,28223.15258,0.703273578039864,POINT (-93.2798879 44.9827372)
CA,Mariposa,24528.545794,0.8085320999072179,POINT (-119.966284 37.4849377)
CO,Fremont,22203.291352,0.874778079440916,POINT (-121.988571 37.5482697)
GA,Fulton,25490.55493,0.7811246745590172,POINT (-84.6712292 33.5902659)
KY,Pendleton,23677.204180000004,0.8327866322794774,POINT (-85.3035678 38.4622879)
MO,Bollinger,22527.788334000004,0.8655332329243217,POINT (-89.9509398 37.5447778)
MO,Camden,21088.340832,0.9065427706484196,POINT (-94.0230001 39.1972316)
IN,Gibson,20815.800932,0.9143073715073206,POINT (-87.4614297 41.6053135)
MO,Franklin,21459.295608,0.8959743519605763,POINT (-92.7532411 39.0116954)
IA,Fremont,20921.37053,0.9112997172471384,POINT (-92.4357359 41.2126553)
KY,Marion,19521.68518,0.9511764401445963,POINT (-88.0811349 37.3328286)
MS,Scott,18876.68205,0.9695524352087748,POINT (-91.0742748 33.5917794)
ID,Bannock,21290.202264,0.9007917835515352,POINT (-115.834496 43.8280309)
KS,Comanche,21377.692252,0.8982992133408247,POINT (-94.6987168 38.9785672)
KS,Ness,21192.403132,0.9035780589714902,POINT (-99.9065136 38.4527935)
MN,Marshall,20957.376814,0.9102739062606656,POINT (-95.7886581 44.4469635)
CA,San Francisco,44882.42104,0.2286547417036964,POINT (-122.4193286 37.7792588)
GA,Crawford,20261.341036,0.9301038100644186,POINT (-83.154596 33.8828954)
GA,Early,19738.333118,0.94500418879544,POINT (-84.9647846 31.3741627)
GA,Walker,21408.914724,0.897409692089411,POINT (-84.3149103 31.5404516)
IA,Clinton,20070.044232,0.93555381326998,POINT (-90.1877485 41.8502821)
KS,Ford,21165.8256,0.9043352469200976,POINT (-99.754016 37.6361315)
MI,St. Clair,22122.414696000003,0.877082237300527,POINT (-82.4864138 42.8254954)
AR,Columbia,19124.93971,0.962479629942226,POINT (-81.3109436 38.1228847)
GA,Stewart,19907.670806,0.9401797958985136,POINT (-83.8521266 33.4220634)
IN,Jay,20341.20874,0.9278283970218628,POINT (-84.8485756 40.5672684)
MN,Nobles,20435.224378,0.9251499125006428,POINT (-95.6051942 43.6260703)
CO,Clear Creek,26117.443734,0.7632647525953942,POINT (-81.3442733 37.9162215)
IL,Piatt,24642.526048000003,0.8052848279367424,POINT (-88.5203392 39.9330887)
MD,Harford,25564.383274,0.7790213215335203,POINT (-75.8391011 38.8890026)
MN,Isanti,27473.565724,0.7246291400912128,POINT (-93.2477046 45.4902335)
AL,Elmore,24203.670308,0.8177877299182049,POINT (-86.3149712 32.5387448)
AL,Jackson,21301.469842,0.9004707727717686,POINT (-87.8944435 31.5090521)
GA,Mitchell,19298.250012,0.9575420581600188,POINT (-82.7031639 33.2200196)
GA,Sumter,19734.574074000004,0.9451112831191374,POINT (-84.2549102 31.949333)
MD,Dorchester,21244.410588,0.9020963781697916,POINT (-76.6864432 39.3321017)
MI,Washtenaw,26399.542234,0.7552278293581189,POINT (-83.7523997 42.2799176)
AL,Geneva,20466.117926,0.9242697622204992,POINT (-85.8764248 31.0411132)
AL,Lawrence,21056.565798000003,0.9074480342677576,POINT (-85.5310715 34.2323159)
AL,Marengo,20950.270794,0.9104763551828065,POINT (-87.8141751 32.057094)
IA,Harrison,22181.451114000003,0.8754003029418911,POINT (-94.1852329 41.2872118)
KS,Franklin,21817.571934,0.8857671394805562,POINT (-94.7057953 37.5264361)
KS,Washington,21705.910734,0.8889483421207051,POINT (-97.050861 39.818059)
MN,Benton,22892.701018,0.8551369520876069,POINT (-96.287539 44.261079)
MN,Houston,24169.747128,0.8187541937371343,POINT (-91.5684764 43.7632995)
MS,Webster,20008.239004,0.937314630406896,POINT (-88.9836714 33.2176253)
KS,Hamilton,21227.81148,0.9025692830480636,POINT (-96.1646127 37.9799986)
KS,Rush,21445.760714,0.8963599580666091,POINT (-99.3101052 38.4652912)
KY,Simpson,21663.073208,0.890168773665491,POINT (-83.3701805 37.6681448)
GA,Montgomery,19693.246776000004,0.9462886886056252,POINT (-81.1220539 31.9404913)
CA,San Joaquin,25433.525616000003,0.7827494269731294,POINT (-120.1890447 36.6066162)
CO,Cheyenne,21443.614408,0.8964211058450116,POINT (-104.820246 41.139981)
FL,Palm Beach,26391.9551,0.7554439851106269,POINT (-80.0361517 26.7056172)
IN,Carroll,21926.898628000003,0.8826524463947614,POINT (-85.190543 41.1963024)
IN,Ripley,20171.837628,0.9326537421610815,POINT (-86.6602895 41.1005964)
IA,Humboldt,20928.599036,0.911093778726224,POINT (-94.2155238 42.7209449)
KS,Chase,20919.913884,0.911341216766228,POINT (-98.3495111 38.355011)
KY,Barren,19827.462690000004,0.9424649072028928,POINT (-85.6177459 37.1278349)
KY,Jessamine,22477.28614,0.8669720291479529,POINT (-84.6213312 37.8759116)
AR,Lee,19093.441932,0.9633769946000696,POINT (-81.1562122 37.882891)
CO,Moffat,21930.03204,0.8825631761869627,POINT (-105.9081689 37.9995107)
IN,Crawford,19960.69514,0.9386691444697906,POINT (-86.397212 38.8458849)
IA,Buena Vista,20447.472338,0.9248009708567374,POINT (-90.7404215 41.741972)
KS,Wilson,21024.960422,0.9083484643685812,POINT (-98.475344 38.825011)
GA,Macon,19741.38334,0.9449172886521546,POINT (-83.6324022 32.8406946)
IL,Bond,23447.863944,0.839320484362883,POINT (-87.8233575 42.366251)
IL,Lawrence,22602.3321,0.8634094976858878,POINT (-88.6412113 42.4411294)
AL,Bibb,23188.902208000003,0.8466982463631186,POINT (-87.1530518 33.2040058)
CA,San Benito,35198.85813,0.5045372854641008,POINT (-121.0817284 36.50982)
CT,Windham,25059.933146000003,0.7933929929737074,POINT (-72.1578243 41.6993535)
IL,Boone,22866.104976,0.8558946673819787,POINT (-88.7447988 42.3694695)
AR,White,19480.24669,0.9523570134663212,POINT (-91.9956868 33.0140144)
CA,Contra Costa,37416.80278000001,0.4413485379288423,POINT (-122.054374 37.9265354)
CO,Park,28392.882764,0.6984380030195907,POINT (-100.358747 39.112507)
IA,Kossuth,21381.65159,0.8981864126858181,POINT (-91.1345917 41.0105906)
MA,Bristol,25885.043732,0.7698857767285127,POINT (-82.1885009 36.5959685)
AL,Limestone,22683.608504,0.8610939510950701,POINT (-86.8327797 34.7809229)
IA,Cedar,21169.150826,0.9042405119742948,POINT (-92.525745 41.2122326)
IA,Monroe,20239.034544,0.9307393170376812,POINT (-93.1018684 41.5222145)
KS,Osborne,22060.834546,0.8788366420155111,POINT (-98.6920384 39.4386803)
KY,Grayson,20581.428338,0.9209845943457938,POINT (-82.9485023 38.3325812)
MS,Calhoun,19715.22693,0.945662478929071,POINT (-89.2053362 31.6959952)
MS,Montgomery,19572.780578,0.9497207436715416,POINT (-90.3267521 33.2973452)
IN,Adams,20971.026772000005,0.9098850220069808,POINT (-85.559973 39.3825496)
KS,Harper,20634.669516,0.9194677650799588,POINT (-98.0257389 37.2869552)
MI,Bay,20670.85783,0.918436768099456,POINT (-91.5584975 38.5083796)
MI,Grand Traverse,22814.99652,0.857350735874536,POINT (-85.6435577 44.756314)
ID,Canyon,22905.97919,0.8547586599339964,POINT (-116.4126738 47.5751928)
IN,Decatur,21119.89608,0.9056437686831162,POINT (-84.9291329 40.830603)
IN,LaGrange,21347.768926,0.8991517222129598,POINT (-85.4166502 41.6417165)
MI,Keweenaw,22935.28103,0.8539238570591461,POINT (-88.4817949 46.8602086)
MN,Jackson,20790.136038,0.9150385586032136,POINT (-94.9886022 43.6207916)
MS,Prentiss,19085.55507,0.9636016895363312,POINT (-89.8670229 31.5985012)
CA,Sutter,24636.968496,0.8054431613515292,POINT (-121.752748 39.1598915)
IN,Randolph,20025.789238000005,0.9368146281613886,POINT (-84.9758004 40.2661553)
KY,Ohio,19454.69773,0.9530848976284568,POINT (-85.1223805 38.6444767)
MO,Carroll,19644.827520000003,0.9476681423910156,POINT (-90.3668338 38.52405)
GA,Walton,24198.294828,0.8179408761423909,POINT (-81.9309906 33.4598249)
IN,Warren,21381.425932,0.8981928416318204,POINT (-85.4271953 40.6828226)
KS,Atchison,20926.078052,0.9111656009971344,POINT (-95.1199452 39.5632392)
KY,Allen,22020.204626,0.8799941793585903,POINT (-82.7283537 37.6114543)
AL,Talladega,21228.814192,0.9025407160072142,POINT (-86.098631 33.4332833)
GA,Terrell,20075.334370000004,0.9354030984203066,POINT (-83.518789 32.8143053)
MI,Delta,21857.617544000004,0.8846262489988277,POINT (-89.7362026 37.1967187)
MI,Monroe,22431.068996,0.8682887452544692,POINT (-83.3968252 41.9145037)
AR,Arkansas,19403.148594,0.9545535209957552,POINT (-93.2315268 35.3135851)
CO,Lake,23004.830894,0.8519423969729318,POINT (-104.6770014 39.5990766)
GA,Spalding,22104.991504,0.8775786201478387,POINT (-83.9985963 32.2935267)
IL,Pike,21701.684044,0.8890687595744587,POINT (-91.035136 39.4597685)
MS,Pontotoc,19268.960172,0.9583765191575502,POINT (-88.998673 34.2478831)
MO,Gentry,20753.727824,0.9160758204855854,POINT (-94.4202363 40.3316601)
CO,Boulder,31847.21296,0.6000249075176527,POINT (-105.270545 40.0149856)
FL,Volusia,22539.751442,0.8651924066502537,POINT (-81.5209046 29.168591)
MN,Pennington,19989.484936,0.9378489296140972,POINT (-94.4799693 47.4835642)
AR,Woodruff,19048.919334,0.9646454334696491,POINT (-80.537856 39.771748)
GA,Butts,22999.475896,0.8520949596695139,POINT (-82.026227 32.7259967)
KY,Powell,19904.648134,0.9402659111484544,POINT (-83.9477 37.865081)
MA,Plymouth,31912.28513,0.5981710159330718,POINT (-70.6673851 41.9583799)
CA,Alpine,27203.763029999995,0.7323157585627327,POINT (-116.7664109 32.8350521)
FL,Highlands,20485.5482,0.9237161980554388,POINT (-81.6778758 30.4255162)
GA,Newton,23819.146398,0.8287427302020309,POINT (-84.3357424 31.3129575)
KS,Sedgwick,22259.734278,0.8731700330899104,POINT (-97.4225411 37.9166785)
KY,Martin,19371.50877,0.9554549325124024,POINT (-82.752659 37.5728764)
AL,Sumter,21776.844234000004,0.8869274625539889,POINT (-87.1277738 33.353446)
FL,Seminole,25443.248328,0.782472429080542,POINT (-82.7911248 27.8400919)
GA,Oglethorpe,20936.831668,0.910859232879916,POINT (-84.0610191 32.293769)
IN,Shelby,23105.212758,0.8490825400953427,POINT (-87.34783 41.1952458)
MN,Winona,21938.432788,0.8823238407533757,POINT (-91.6392294 44.0500054)
MS,Smith,19465.441192,0.9527788187964296,POINT (-88.4750362 32.424307)
CA,Sacramento,27585.55024,0.7214387262504606,POINT (-121.493895 38.5810606)
FL,Liberty,21474.324092000003,0.8955461938091482,POINT (-86.2135546 30.8204642)
MI,Tuscola,20274.461354,0.9297300151359996,POINT (-83.65691 43.3264983)
MN,Beltrami,20419.737862,0.9255911198814152,POINT (-96.5309438 47.542365)
CO,Saguache,21695.284366,0.8892510849708337,POINT (-106.1420844 38.0875389)
GA,Madison,20511.980072,0.9229631599276876,POINT (-83.467944 33.5956814)
IA,Carroll,20500.449358000005,0.923291667393303,POINT (-94.8666108 42.0651109)
IA,Scott,21311.37136,0.9001886807361907,POINT (-91.7654411 42.7019277)
KY,Shelby,22809.348392,0.8575116497793256,POINT (-84.7791148 37.5834102)
CO,San Miguel,27892.878624,0.7126830092550005,POINT (-104.3955389 37.099465)
IL,Livingston,21689.849702,0.8894059173339565,POINT (-89.7639828 38.9675463)
KS,Labette,20208.338146,0.9316138505583728,POINT (-95.1835169 37.2306044)
KY,Green,19555.061982,0.9502255425128128,POINT (-83.0751714 38.1406397)
KY,Owsley,19504.103506000003,0.9516773381086788,POINT (-82.5884871 37.5014887)
KY,Trigg,21402.85926,0.8975822109058318,POINT (-87.9361316 36.8900512)
MS,Monroe,19290.782072,0.957754818102098,POINT (-90.8267679 31.4715604)
MS,Yazoo,20433.576568,0.9251968582393816,POINT (-90.4146109 32.84569)
CA,Shasta,26416.77292,0.7547369309637367,POINT (-122.4919571 40.5993165)
GA,Muscogee,21287.269502,0.9008753372856644,POINT (-84.9515977 32.4515322)
IA,Wright,20655.528692,0.9188734918161704,POINT (-92.5260229 41.2491766)
ME,Aroostook,22371.116758,0.8699967711202885,POINT (-68.0038524 46.6985211)
MS,Attala,19735.707428,0.9450789941168966,POINT (-89.6739999 33.0150883)
AR,Conway,19239.871476,0.959205249607462,POINT (-92.4398402 35.0891932)
CA,Mendocino,27186.571174,0.7328055506990901,POINT (-123.799459 39.3076744)
CO,Baca,21068.278508,0.9071143417767644,POINT (-108.0587754 35.3592357)
CO,Pitkin,29930.61098,0.6546284697119553,POINT (-106.516695 38.6091612)
GA,Meriwether,21826.656658,0.8855083177235464,POINT (-83.2991502 33.1489724)
IL,Hardin,22484.649064,0.8667622610882507,POINT (-90.6178995 39.1567149)
IL,La Salle,22562.738534,0.8645375095350538,POINT (-89.0917497 41.3333679)
KS,Marion,20870.733530000005,0.9127423540635904,POINT (-97.0195946 38.3473241)
MI,Wexford,20027.879996,0.9367550629330954,POINT (-85.7574898 44.4881468)
MS,Grenada,19475.098946,0.9525036715427488,POINT (-89.8084192 33.7690049)
GA,Fayette,27446.766178,0.7253926531690769,POINT (-84.4540934 33.5201129)
IL,Franklin,22568.122174,0.8643841308342912,POINT (-90.0440001 39.6203259)
MN,Red Lake,21478.600268,0.8954243665103109,POINT (-95.0169402 47.876346)
MO,Chariton,21410.812148,0.8973556349035821,POINT (-92.7813081 40.5702984)
CO,Denver,28503.598786,0.6952837282894859,POINT (-104.984862 39.7392364)
GA,Evans,19207.122738,0.9601382538362104,POINT (-82.1305889 33.5338001)
MN,Clearwater,21129.332916000003,0.9053749153338968,POINT (-94.0488721 45.4194099)
MO,Jackson,22981.826672,0.8525977821180043,POINT (-89.6684487 37.3828316)
AL,Bullock,21846.455966,0.8849442398622774,POINT (-86.1785637 31.5407182)
AZ,Gila,23320.945998000003,0.8429363482878404,POINT (-112.716823 32.9478267)
GA,Grady,19332.744788,0.956559309698758,POINT (-84.2152498 30.8949184)
IL,Adams,21950.915478000003,0.8819682117042148,POINT (-91.1981974 39.8653244)
KS,Stafford,21113.050192,0.9058388065026968,POINT (-98.6006374 37.9622372)
ME,Hancock,24966.670884,0.7960500139810103,POINT (-68.253937 44.529311)
MN,Becker,20815.577732,0.914313730425452,POINT (-93.8768904 45.3931821)
MN,Steele,21366.978370000004,0.8986044494452606,POINT (-93.2633635 44.0979272)
AR,Saline,22481.029690000003,0.8668653762448537,POINT (-92.2670918 33.8734365)
GA,Marion,19199.167476,0.9603648974731896,POINT (-83.4371196 32.6623663)
KS,Wyandotte,23467.513462,0.8387606739852473,POINT (-94.661112 39.0531539)
MI,Eaton,22097.017438000003,0.8778057995065767,POINT (-84.7655958 42.5540885)
MI,Kalkaska,20452.887066,0.9246467064658006,POINT (-85.175887 44.734173)
AL,Clarke,20769.32665,0.915631413418006,POINT (-87.5766817 33.9145508)
AR,Sharp,18903.584385999995,0.9687859936667768,POINT (-91.5356919 35.8136868)
DE,New Castle,26915.951502,0.7405154446912969,POINT (-75.5663132 39.6620572)
FL,Manatee,23838.418378,0.828193675797664,POINT (-82.539541 27.4964282)
IL,Clinton,24272.1576,0.815836542270866,POINT (-88.9607122 40.152645)
MN,Swift,20467.857694,0.924220196618886,POINT (-95.2213442 48.8533195)
MS,Marion,19458.950952,0.9529637242839508,POINT (-88.6478207 32.4173638)
IL,Mason,21634.64126,0.8909787935116162,POINT (-88.6236615 38.9531001)
IA,Mills,23294.52657,0.8436890318888122,POINT (-95.7658392 41.0186106)
IA,Union,20662.516572,0.9186744086762344,POINT (-93.0642491 42.2448559)
KS,Barber,21527.64555,0.8940270773840501,POINT (-94.648571 37.5678243)
MN,Roseau,19971.575312,0.9383591708004078,POINT (-95.7613231 48.8457996)
AL,Clay,21127.099446,0.9054385463951848,POINT (-86.6019841 33.6999039)
KS,Kingman,22357.84786,0.8703747990597113,POINT (-98.1136734 37.6458491)
ME,Kennebec,21889.488116,0.8837182635232154,POINT (-67.46388 44.6684111)
MN,Nicollet,26023.1931,0.7659499321001504,POINT (-94.1874823 44.2760635)
CO,Teller,26296.354118,0.7581676357282024,POINT (-108.5366272 39.0767202)
CT,Fairfield,32537.60362,0.5803558318644616,POINT (-73.2637258 41.1412078)
GA,Habersham,19688.759778,0.94641652217614,POINT (-84.2403217 33.8789922)
GA,Oconee,23666.7311,0.8330850079887346,POINT (-82.949866 32.8554338)
GA,Union,20055.657258,0.9359636949448372,POINT (-83.2504324 32.0979534)
IN,Martin,19938.898728,0.9392901193778174,POINT (-87.6736335 38.1244879)
IA,Bremer,22241.854548,0.8736794226028401,POINT (-92.3949044 42.7733139)
IA,Woodbury,21470.812146,0.8956462483660335,POINT (-93.5016353 41.6265078)
MS,Franklin,19443.674752000003,0.953398939808873,POINT (-90.0020293 33.0359628)
MS,Oktibbeha,20626.38242,0.9197038625934584,POINT (-88.8067201 33.4687328)
MO,Cape Girardeau,23366.179042,0.8416476689704521,POINT (-89.5230357 37.3034933)
MO,Dent,20702.785794,0.9175271475385864,POINT (-91.9737686 37.5533768)
AZ,Pima,21976.01081,0.8812532513024477,POINT (-109.827581 32.8961755)
CA,Lassen,25242.571842,0.7881896573306324,POINT (-122.2989469 40.5876559)
GA,Clarke,20694.06504,0.917775599871616,POINT (-83.376398 33.9597677)
IA,Cherokee,20958.094858,0.9102534493475342,POINT (-95.5548229 42.7499398)
KS,Russell,20984.741668,0.909494287684185,POINT (-98.859806 38.895289)
KS,Wabaunsee,22294.104668,0.8721908283579985,POINT (-96.346109 39.146109)
KY,Boyd,20806.408970000004,0.9145749464063055,POINT (-84.3941053 38.5506277)
AL,Macon,21099.191544,0.9062336362878548,POINT (-86.0771944 33.7306556)
AL,Wilcox,20679.796944,0.9181820947388134,POINT (-86.8763619 31.5084965)
IL,Menard,23940.608792,0.8252822937346492,POINT (-89.8407849 37.9101128)
MO,Cole,21112.553664,0.9058529524744804,POINT (-93.2027036 38.4600212)
AL,Lauderdale,21428.776704,0.8968438287168645,POINT (-87.5613809 34.8652636)
IL,Pulaski,23201.495174,0.8463394755753562,POINT (-89.2059111 37.2136615)
IN,Wabash,20663.840054000004,0.9186367029697526,POINT (-85.8205411 40.797821)
AL,Choctaw,20960.975392,0.910171383577456,POINT (-87.7547267 31.9348745)
MS,Adams,19220.046138,0.9597700690576152,POINT (-90.5606536 32.1598736)
AR,Franklin,19081.242194,0.9637245624099692,POINT (-91.7759792 36.170346)
GA,Putnam,20585.623136,0.9208650854879946,POINT (-84.4179713 32.2587666)
IN,Fulton,20435.347478,0.9251464054091464,POINT (-86.2627772 40.9472635)
KS,Geary,22070.855926,0.8785511351383332,POINT (-96.7749739 39.0354279)
GA,Brantley,19392.399404000003,0.9548597630172224,POINT (-84.5621431 32.3704259)
IN,Sullivan,23178.643617999995,0.8469905113001982,POINT (-87.4077845 39.0952593)
KS,Meade,21048.95818,0.9076647736048492,POINT (-100.340145 37.2855796)
KS,Morris,21197.255914,0.9034398042965408,POINT (-94.7516273 39.0619492)
AR,Jefferson,20148.60854,0.9333155336882536,POINT (-92.1640352 34.3806516)
FL,Charlotte,22795.602846,0.8579032573137734,POINT (-82.0906448 26.9761707)
GA,Bibb,20266.25748,0.929963741673313,POINT (-84.9918764 32.4956975)
GA,Crisp,19382.035086,0.9551550401213996,POINT (-83.6796135 31.9568419)
IL,Vermilion,22770.75336,0.8586112136179287,POINT (-87.5889125 39.5811463)
KS,Ellis,20591.67653400001,0.920692625531452,POINT (-99.560667 38.938066)
LA,Lincoln Parish,21739.392098,0.8879944655409031,POINT (-92.8588166 32.5755478)
MS,Hinds,21980.571254,0.8811233252718027,POINT (-90.2208923 32.3790871)
DC,District of Columbia,35922.28616,0.4839269825209685,POINT (-77.0365427 38.8950368)
GA,Dawson,23852.587606,0.8277899976576972,POINT (-84.4465827 31.7735001)
KS,Pottawatomie,23794.553214,0.8294433845194704,POINT (-94.9467313 39.3426513)
MI,Mecosta,19866.412074,0.9413552479549808,POINT (-85.226862 43.620639)
MS,Lamar,22413.52463,0.8687885803219675,POINT (-89.3178505 34.9173149)
AL,Marion,20990.409366,0.9093328162344678,POINT (-87.3191655 32.6323536)
CA,Yuba,24701.025292,0.8036181975453487,POINT (-121.6169108 39.1404477)
GA,Ben Hill,19357.850472,0.9558440543708236,POINT (-84.5113194 33.6906644)
IN,Hancock,24143.542946,0.8195007450276572,POINT (-86.1794207 38.3817291)
KS,Allen,20331.77721,0.9280970992043276,POINT (-96.1700872 38.6554065)
MI,Wayne,21887.932524,0.883762581991738,POINT (-83.3863215 42.2814269)
MS,Leflore,18616.666646,0.9769602159749154,POINT (-90.054808 33.6937282)
AR,Crawford,20617.691038000004,0.9199514781247704,POINT (-92.9104487 36.1767389)
CA,Plumas,24714.531147999995,0.8032334187254484,POINT (-120.0832574 39.756573)
GA,Warren,19324.71759,0.956788002776305,POINT (-85.0480021 34.3862011)
ID,Owyhee,21517.613426000004,0.8943128903553873,POINT (-116.2006673 43.4182229)
IA,Adair,21130.144064,0.9053518059086072,POINT (-94.6435794 41.5004425)
KY,Monroe,20560.939124000004,0.9215683274748606,POINT (-85.697747 37.2322786)
ME,York,26399.309654,0.7552344555103547,POINT (-70.6505274 43.1439384)
MI,Montcalm,21476.4193,0.8954865018013491,POINT (-85.2521977 43.271685)
MO,Cass,24455.151956,0.810623073953854,POINT (-94.50706 38.8121435)
AL,Butler,20552.613428,0.921805524693736,POINT (-88.2219652 32.0895908)
AR,Fulton,19366.146992,0.9556076883696696,POINT (-93.8132662 33.6127101)
IL,Marion,22515.385382,0.8658865902556782,POINT (-88.9331256 37.7306054)
IN,Ohio,21990.13214,0.8808509377657993,POINT (-84.8477146 38.9681454)
CA,San Mateo,52908.27344,0.0,POINT (-122.3253265 37.5629997)
ID,Bonneville,21827.488178000003,0.8854846279045283,POINT (-116.0983901 43.5334572)
IL,Douglas,22152.002832,0.8762392779166025,POINT (-87.6180126 41.8348685)
IL,Washington,23010.672308,0.851775976393187,POINT (-89.4065113 40.7033988)
IN,Fayette,20123.13786,0.9340411876706788,POINT (-86.3972193 39.9311533)
MS,Choctaw,20226.334245999995,0.9311011456901432,POINT (-89.6464718 33.8303932)
MO,Cooper,20613.824420000004,0.9200616372076932,POINT (-105.7858203 33.93007)
AZ,Yuma,24157.904234000005,0.8190915951412012,POINT (-114.6179954 32.723268)
