,state,county,Unemployment,countyhelper,ranking,geometry
0,VA,Charles City,3.21,VACharles City County,0.7685541553303158,POINT (-77.0605098 37.3705777)
1,TX,McMullen,1.81,TXMcmullen County,0.8455195238989519,POINT (-98.5527241 28.3138785)
2,TX,Terrell,3.54,TXTerrell County,0.7504123238835169,POINT (-102.0974881 30.1990738)
3,AK,Skagway Municipality,7.19,AKSkagway Municipality,0.5497526213984378,POINT (-135.4094368 59.6226362)
4,GA,Baker,4.19,GABaker County,0.7146783999536952,POINT (-84.4555346 31.3439196)
5,KS,Geary,3.91,KSGeary County,0.7300714710459977,POINT (-96.7619968 38.9885445)
6,CO,Hinsdale,2.58,COHinsdale County,0.803188575118339,POINT (-107.3304179 37.813681)
7,TX,Cochran,5.08,TXCochran County,0.6657504263222911,POINT (-102.805677 33.5905096)
8,TX,Armstrong,2.85,TXArmstrong County,0.7883452560969357,POINT (-101.3449139 34.9295608)
9,TX,Delta,4.18,TXDelta County,0.7152281651317176,POINT (-95.6749486 33.3926893)
10,TX,Borden,1.89,TXBorden County,0.8411215007781961,POINT (-101.425711 32.6879416)
11,ND,Divide,1.34,NDDivide County,0.871357890891902,POINT (-103.5180387 48.8189219)
12,OK,Harmon,2.82,OKHarmon County,0.7899945123096335,POINT (-99.8358205 34.7486602)
13,NC,Tyrrell,5.47,NCTyrrell County,0.6443100824500967,POINT (-76.2126146 35.8217079)
14,VA,Mathews,2.94,VAMathews County,0.783397474351719,POINT (-76.331696 37.4481394)
15,OR,Sherman,3.44,ORSherman County,0.7559098445925095,POINT (-120.6963746 45.3944268)
16,SD,Jones,2.55,SDJones County,0.8048378313310367,POINT (-100.6853793 43.9667174)
17,VA,Williamsburg city,4.26,VAWilliamsburg City,0.7108301223502771,POINT (-76.7074042 37.2708788)
18,VA,Nelson,2.85,VANelson County,0.7883452560969357,POINT (-78.8973622 37.7755351)
19,ND,Slope,2.71,NDSlope County,0.7960417850895254,POINT (-103.4507022 46.4464651)
20,TX,Culberson,2.95,TXCulberson County,0.7828477222808198,POINT (-104.482834 31.4622625)
21,TX,Motley,4.28,TXMotley County,0.7097306182084786,POINT (-100.7744062 34.0395459)
22,NE,Stanton,2.08,NEStanton County,0.8306762048775486,POINT (-97.2141158 41.9220687)
23,MD,Kent,3.73,MDKent County,0.7399670214293077,POINT (-76.1038454 39.2587546)
24,GA,Taliaferro,4.44,GATaliaferro County,0.7009345850740905,POINT (-82.9043661 33.5820382)
25,GA,Webster,3.79,GAWebster County,0.7366685090039121,POINT (-84.5473105 32.050618)
26,GA,Long,3.2,GALong County,0.769103907401215,POINT (-81.753725 31.7704898)
27,VA,King and Queen,2.71,VAKing And Queen County,0.7960417850895254,POINT (-76.8794158 37.7196754)
28,MI,Lake,7.59,MILake County,0.5277625123482208,POINT (-85.7884997 43.9699997)
29,KS,Woodson,3.64,KSWoodson County,0.744914790067401,POINT (-95.7517113 37.8811369)
30,TX,Coke,3.58,TXCoke County,0.7482133155999198,POINT (-100.5474369 31.8695226)
31,TX,Kenedy,6.52,TXKenedy County,0.5865860494700581,POINT (-97.7461361 26.9205171)
32,NE,Loup,2.72,NELoup County,0.795492033018626,POINT (-99.4608177 41.9075834)
33,TX,King,0.87,TXKing County,0.8971962644384137,POINT (-100.2178972 33.588178)
34,TX,Fisher,3.6,TXFisher County,0.7471138114581213,POINT (-100.3811922 32.7090882)
35,MA,Nantucket,6.74,MANantucket County,0.5744915039102743,POINT (-70.0951867 41.2727997)
36,MT,Prairie,3.12,MTPrairie County,0.7735019370755324,POINT (-105.3390398 46.8103971)
37,VA,Northumberland,4.14,VANorthumberland County,0.7174271734153147,POINT (-76.4836686 37.9314992)
38,CO,Mineral,2.9,COMineral County,0.7855964826353161,POINT (-106.9311267 37.6584133)
39,VA,Winchester city,2.8,VAWinchester City,0.791094016451432,POINT (-78.1652404 39.1852184)
40,WI,Adams,5.05,WIAdams County,0.6673996694278657,POINT (-89.7836456 43.9462246)
41,TX,Childress,2.9,TXChildress County,0.7855964826353161,POINT (-100.2067656 34.5196569)
42,VA,Emporia city,4.93,VAEmporia City,0.6739967204929034,POINT (-77.5357141 36.6937606)
43,VA,Norton city,3.9,VANorton City,0.7306212231168969,POINT (-82.6298965 36.9336934)
44,MT,Meagher,2.32,MTMeagher County,0.817482142068843,POINT (-110.8988278 46.6305891)
45,MO,Schuyler,3.09,MOSchuyler County,0.7751511932882301,POINT (-92.5152037 40.4644896)
46,CO,Gilpin,2.82,COGilpin County,0.7899945123096335,POINT (-105.5025219 39.8586654)
47,OK,Cotton,3.15,OKCotton County,0.7718526677557114,POINT (-98.3750699 34.2907874)
48,NE,Garden,2.09,NEGarden County,0.8301264528066492,POINT (-102.3392806 41.6440533)
49,NC,Pamlico,3.75,NCPamlico County,0.7388675172875092,POINT (-76.7970224 35.1238031)
50,CO,Jackson,2.17,COJackson County,0.825728423132332,POINT (-106.3447246 40.6531945)
51,VA,Westmoreland,3.27,VAWestmoreland County,0.7652556429049202,POINT (-76.7567355 38.1153203)
52,NC,Jones,3.52,NCJones County,0.7515118280253155,POINT (-77.3231405 35.0306301)
53,VA,King George,2.64,VAKing George County,0.7998900495858201,POINT (-77.175356 38.2786312)
54,MT,Broadwater,3.48,MTBroadwater County,0.7537108363089124,POINT (-111.4969303 46.3252827)
55,VA,Middlesex,2.82,VAMiddlesex County,0.7899945123096335,POINT (-76.5904374 37.6221412)
56,ND,Grant,2.01,NDGrant County,0.8345244693738434,POINT (-101.6261837 46.3441037)
57,TX,Franklin,3.35,TXFranklin County,0.7608576263377261,POINT (-95.2231752 33.2002659)
58,VA,Radford city,3.68,VARadford City,0.7427157817838039,POINT (-80.5749169 37.1343148)
59,GA,Talbot,3.8,GATalbot County,0.7361187569330129,POINT (-84.505404 32.6984691)
60,VA,Fredericksburg city,3.48,VAFredericksburg City,0.7537108363089124,POINT (-77.4605399 38.3031837)
61,GA,Chattahoochee,4.77,GAChattahoochee County,0.6827927536272915,POINT (-84.7939799 32.3320278)
62,VA,Amelia,3.03,VAAmelia County,0.7784497057136257,POINT (-78.008448 37.3319664)
63,NC,Hyde,5.97,NCHyde County,0.6168224526908872,POINT (-76.1253302 35.3935017)
64,NE,Blaine,4.12,NEBlaine County,0.7185266775571133,POINT (-99.979237 41.9195837)
65,MT,Treasure,2.04,MTTreasure County,0.8328752131611455,POINT (-107.2625484 46.1833795)
66,ND,Towner,2.45,NDTowner County,0.8103353520400294,POINT (-99.2322581 48.6481504)
67,VA,Clarke,2.62,VAClarke County,0.800989566834742,POINT (-77.9926448 39.119728)
68,NM,De Baca,3.54,NMDe Baca County,0.7504123238835169,POINT (-104.4155765 34.2989792)
69,VA,Lunenburg,3.57,VALunenburg County,0.7487630676708191,POINT (-78.2562001 36.9445279)
70,AK,Petersburg Borough,6.17,AKPetersburg Borough,0.6058273850586554,POINT (-133.4588406 56.7512207)
71,OK,Kiowa,3.34,OKKiowa County,0.7614073784086254,POINT (-99.019906 34.9425062)
72,KY,Hickman,4.47,KYHickman County,0.6992853419685159,POINT (-88.9587214 36.6903525)
73,NV,Eureka,2.99,NVEureka County,0.7806487139972228,POINT (-116.2884505 39.9497613)
74,AK,Denali Borough,6.75,AKDenali Borough,0.5739417387322518,POINT (-149.650166 63.878678)
75,SD,Sully,1.62,SDSully County,0.8559648197995995,POINT (-100.0690149 44.7173891)
76,KS,Jackson,2.4,KSJackson County,0.8130841123945256,POINT (-95.8159647 39.4030917)
77,PA,Sullivan,5.54,PASullivan County,0.6404618048466786,POINT (-76.5117017 41.4402556)
78,WA,Wahkiakum,7.25,WAWahkiakum County,0.5464541089730421,POINT (-123.3452562 46.2794223)
79,KS,Hodgeman,2.09,KSHodgeman County,0.8301264528066492,POINT (-99.900952 38.0875979)
80,TX,Shackelford,2.81,TXShackelford County,0.7905442643805327,POINT (-99.3307616 32.7088752)
81,VA,Surry,3.05,VASurry County,0.7773502015718272,POINT (-76.895924 37.1118778)
82,TX,Rains,3.54,TXRains County,0.7504123238835169,POINT (-95.7964017 32.8685085)
83,AR,Lincoln,4.68,ARLincoln County,0.6877405353725081,POINT (-91.7713274 33.9359663)
84,KY,Robertson,5.26,KYRobertson County,0.6558548628318579,POINT (-84.0465647 38.513372)
85,GA,Clinch,2.85,GAClinch County,0.7883452560969357,POINT (-82.6923467 30.8938781)
86,GA,Oglethorpe,2.81,GAOglethorpe County,0.7905442643805327,POINT (-83.1049381 33.8702684)
87,TX,Red River,5.39,TXRed River County,0.6487080990172909,POINT (-95.0430134 33.5718345)
88,MT,Daniels,1.96,MTDaniels County,0.8372732297283396,POINT (-105.5123296 48.7710629)
89,TX,Donley,3.68,TXDonley County,0.7427157817838039,POINT (-100.8145306 34.9315007)
90,VA,Goochland,2.8,VAGoochland County,0.791094016451432,POINT (-77.8837984 37.7204342)
91,NC,Gates,3.59,NCGates County,0.7476635635290205,POINT (-76.6944133 36.4412509)
92,KS,Graham,2.41,KSGraham County,0.8125343603236264,POINT (-99.8980624 39.34062)
93,TX,Wilbarger,5.13,TXWilbarger County,0.6630016528606716,POINT (-99.2085961 34.0265157)
94,GA,Schley,3.84,GASchley County,0.7339197486494158,POINT (-84.3175516 32.2478949)
95,CO,Costilla,4.32,COCostilla County,0.7075316099248815,POINT (-105.4182008 37.2367948)
96,TX,Madison,4.52,TXMadison County,0.6965365685068963,POINT (-95.9507234 30.9551586)
97,GA,Pulaski,3.43,GAPulaski County,0.7564595966634088,POINT (-83.4674404 32.2330518)
98,TX,Edwards,2.91,TXEdwards County,0.7850467305644169,POINT (-100.3457636 29.9116617)
99,TX,Kent,2.12,TXKent County,0.8284771965939515,POINT (-100.7846477 33.1665316)
100,TX,Roberts,3.91,TXRoberts County,0.7300714710459977,POINT (-100.8058034 35.8309752)
101,TX,Foard,3.31,TXFoard County,0.7630566346213231,POINT (-99.7310158 33.9502317)
102,TX,Cottle,2.74,TXCottle County,0.7943925288768275,POINT (-100.283259 34.0573118)
103,TX,Glasscock,2.7,TXGlasscock County,0.7965915371604246,POINT (-101.4811312 31.8640224)
104,GA,Montgomery,3.99,GAMontgomery County,0.7256734544788037,POINT (-82.539273 32.0839135)
105,KS,Chautauqua,2.88,KSChautauqua County,0.7866959867771146,POINT (-96.2656966 37.146335)
106,GA,Treutlen,4.1,GATreutlen County,0.7196261816989118,POINT (-82.5666186 32.396098)
107,TX,Morris,6.68,TXMorris County,0.5777900163356698,POINT (-94.7392197 33.0738633)
108,KS,Jewell,2.68,KSJewell County,0.7976910413022231,POINT (-98.2190862 39.784853)
109,GA,Marion,3.67,GAMarion County,0.7432655338547032,POINT (-84.5282597 32.3473263)
110,ND,Foster,2.14,NDFoster County,0.8273776793450297,POINT (-98.8815333 47.4642277)
111,NE,Dundy,1.63,NEDundy County,0.8554150677287001,POINT (-101.6959427 40.1849874)
112,GA,Morgan,2.76,GAMorgan County,0.793293024735029,POINT (-83.5051522 33.5793193)
113,GA,Seminole,3.66,GASeminole County,0.7438152859256024,POINT (-84.8789094 30.951849)
114,TX,Irion,3.13,TXIrion County,0.7729521718975099,POINT (-100.980073 31.2931196)
115,WI,Florence,3.68,WIFlorence County,0.7427157817838039,POINT (-88.3902943 45.8379973)
116,GA,Echols,2.57,GAEchols County,0.8037383271892382,POINT (-82.9078762 30.6968025)
117,KS,Greeley,1.53,KSGreeley County,0.8609125949912544,POINT (-101.8185007 38.4570355)
118,CO,Crowley,3.95,COCrowley County,0.7278724627624007,POINT (-103.8263042 38.3394806)
119,ND,Sheridan,2.64,NDSheridan County,0.7998900495858201,POINT (-100.367913 47.5321614)
120,TN,Lake,5.24,TNLake County,0.6569543931879029,POINT (-89.4685963 36.3379566)
121,NE,Hayes,1.69,NEHayes County,0.852116548749743,POINT (-101.0605971 40.5335592)
122,TX,Sterling,4.17,TXSterling County,0.7157779040954937,POINT (-101.0452671 31.8151416)
123,NE,Logan,2.3,NELogan County,0.8185816462106416,POINT (-100.5030548 41.5590057)
124,ND,Golden Valley,1.66,NDGolden Valley County,0.8537658115160024,POINT (-103.8668414 46.9317944)
125,GA,Bacon,3.02,GABacon County,0.778999457784525,POINT (-82.4442559 31.5555512)
126,IA,Adams,2.01,IAAdams County,0.8345244693738434,POINT (-94.6850186 41.0161621)
127,MI,Ontonagon,8.1,MIOntonagon County,0.4997251174109888,POINT (-89.3293792 46.6471877)
128,KS,Edwards,2.35,KSEdwards County,0.8158328858561452,POINT (-99.3245584 37.8684743)
129,ND,Eddy,2.99,NDEddy County,0.7806487139972228,POINT (-98.9087265 47.7113958)
130,GA,Quitman,5.16,GAQuitman County,0.6613524097550971,POINT (-85.0154412 31.8769847)
131,TX,Stonewall,3.12,TXStonewall County,0.7735019370755324,POINT (-100.2453011 33.1571742)
132,TX,Collingsworth,3.61,TXCollingsworth County,0.746564059387222,POINT (-100.2669137 34.9487017)
133,SD,Campbell,2.66,SDCampbell County,0.7987905454440216,POINT (-100.0441548 45.7560544)
134,MI,Alcona,7.47,MIAlcona County,0.5343595634132585,POINT (-83.5908023 44.6765986)
135,VA,Louisa,2.79,VALouisa County,0.7916437685223312,POINT (-77.9486307 37.9854441)
136,TX,Real,4.86,TXReal County,0.6778449718820749,POINT (-99.8280905 29.7949383)
137,TN,Trousdale,3.08,TNTrousdale County,0.7757009453591295,POINT (-86.1332156 36.3882376)
138,TX,Jeff Davis,3.57,TXJeff Davis County,0.7487630676708191,POINT (-104.150169 30.7018281)
139,TX,Throckmorton,3.22,TXThrockmorton County,0.7680044032594164,POINT (-99.2017838 33.1571081)
140,ND,Adams,2.25,NDAdams County,0.8213304065651379,POINT (-102.5315028 46.073286)
141,VA,Waynesboro city,3.08,VAWaynesboro City,0.7757009453591295,POINT (-78.8893999 38.0686668)
142,AR,Lafayette,5.03,ARLafayette County,0.6684991735696642,POINT (-93.5972459 33.1821484)
143,WI,Iron,5.38,WIIron County,0.6492578379810667,POINT (-90.2125304 46.2254778)
144,OK,Ellis,2.35,OKEllis County,0.8158328858561452,POINT (-99.7883601 36.2468449)
145,MA,Dukes,5.53,MADukes County,0.6410115438104547,POINT (-70.642011 41.3926378)
146,TX,Haskell,3.05,TXHaskell County,0.7773502015718272,POINT (-99.7199972 33.1542164)
147,KS,Stanton,1.95,KSStanton County,0.8378229817992389,POINT (-101.7935648 37.5691072)
148,KS,Elk,2.8,KSElk County,0.791094016451432,POINT (-96.2528451 37.4619149)
149,VA,Lexington city,4.32,VALexington City,0.7075316099248815,POINT (-79.4428157 37.7840208)
150,TX,Menard,3.91,TXMenard County,0.7300714710459977,POINT (-99.8320637 30.8573562)
151,KS,Rawlins,1.87,KSRawlins County,0.8422210049199946,POINT (-101.0994722 39.7904797)
152,GA,Lanier,3.56,GALanier County,0.7493128197417184,POINT (-83.0768357 31.029016)
153,AR,Little River,4.02,ARLittle River County,0.7240241982661059,POINT (-94.2065398 33.6968793)
154,GA,McIntosh,3.2,GAMcintosh County,0.769103907401215,POINT (-81.3921575 31.4979689)
155,NE,Rock,1.68,NERock County,0.8526663073742038,POINT (-99.456071 42.4152603)
156,NE,Gosper,2.01,NEGosper County,0.8345244693738434,POINT (-99.8185651 40.5145053)
157,GA,Clay,7.23,GAClay County,0.5475536131148407,POINT (-84.9800814 31.5738181)
158,KS,Russell,2.33,KSRussell County,0.8169323899979437,POINT (-98.7980433 38.8970508)
159,TX,Camp,4.67,TXCamp County,0.6882902743362841,POINT (-94.9852858 32.9723128)
160,ND,Kidder,4.09,NDKidder County,0.7201759206626878,POINT (-99.7952675 46.9636218)
161,ND,Oliver,3.37,NDOliver County,0.7597581221959275,POINT (-101.3524486 47.1077709)
162,NC,Camden,3.95,NCCamden County,0.7278724627624007,POINT (-76.1150606 36.3106247)
163,VA,Rockbridge,2.96,VARockbridge County,0.7822979702099205,POINT (-79.4622597 37.8331804)
164,CO,Dolores,3.05,CODolores County,0.7773502015718272,POINT (-108.4596087 37.7524811)
165,KS,Scott,1.86,KSScott County,0.8427707569908939,POINT (-100.9336244 38.4584915)
166,KS,Decatur,2.97,KSDecatur County,0.7817482181390213,POINT (-100.472769 39.7940527)
167,GA,Glascock,3.13,GAGlascock County,0.7729521718975099,POINT (-82.6112005 33.2168832)
168,OK,Woods,1.91,OKWoods County,0.8400219966363975,POINT (-98.8313546 36.7915843)
169,MT,Petroleum,3.04,MTPetroleum County,0.7778999536427265,POINT (-108.2769626 47.0606518)
170,TX,Hardeman,3.64,TXHardeman County,0.744914790067401,POINT (-99.7322571 34.2510707)
171,NE,Perkins,1.73,NEPerkins County,0.8499175404661459,POINT (-101.6522162 40.8501242)
172,GA,Greene,3.28,GAGreene County,0.764705890834021,POINT (-83.1660939 33.5492988)
173,ID,Camas,2.84,IDCamas County,0.788895008167835,POINT (-114.8070143 43.4064019)
174,ID,Lewis,4.07,IDLewis County,0.7212754248044864,POINT (-116.4050453 46.2651949)
175,ND,Billings,2.01,NDBillings County,0.8345244693738434,POINT (-103.3943708 47.0456305)
176,VA,Caroline,3.36,VACaroline County,0.7603078742668268,POINT (-77.362363 38.0320305)
177,VA,Falls Church city,2.25,VAFalls Church City,0.8213304065651379,POINT (-77.1710914 38.882334)
178,KS,Bourbon,3.6,KSBourbon County,0.7471138114581213,POINT (-94.8679591 37.8485797)
179,VA,Appomattox,3.31,VAAppomattox County,0.7630566346213231,POINT (-78.7944052 37.379893)
180,GA,Wilkinson,3.4,GAWilkinson County,0.7581088528761065,POINT (-83.1623561 32.7924994)
181,VA,Rappahannock,2.59,VARappahannock County,0.8026388230474397,POINT (-78.1495818 38.6926326)
182,GA,Putnam,3.59,GAPutnam County,0.7476635635290205,POINT (-83.3414172 33.3231504)
183,CO,Custer,3.03,COCuster County,0.7784497057136257,POINT (-105.3543375 38.1072962)
184,MI,Oscoda,8.58,MIOscoda County,0.4733370180078242,POINT (-84.1467693 44.6789109)
185,GA,Jenkins,4.43,GAJenkins County,0.7014843502521129,POINT (-81.9613566 32.7793141)
186,TX,Knox,4.07,TXKnox County,0.7212754248044864,POINT (-99.7073621 33.5871385)
187,KS,Chase,2.2,KSChase County,0.8240791669196341,POINT (-96.6152916 38.2928083)
188,KS,Trego,2.49,KSTrego County,0.8081363437564323,POINT (-99.9130572 38.9289979)
189,TX,Baylor,2.78,TXBaylor County,0.7921935205932304,POINT (-99.2000611 33.574962)
190,TX,Dickens,4.99,TXDickens County,0.6706982080675077,POINT (-100.7614115 33.6170056)
191,AK,Wrangell City and Borough,5.35,AKWrangell City And Borough,0.6509071073008879,POINT (-132.3829431 56.4706022)
192,ND,Griggs,2.21,NDGriggs County,0.8235294148487349,POINT (-98.2616158 47.4473179)
193,NE,Brown,2.71,NEBrown County,0.7960417850895254,POINT (-99.9120353 42.4068829)
194,GA,Cook,3.2,GACook County,0.769103907401215,POINT (-83.4331569 31.1455115)
195,NE,Kimball,1.92,NEKimball County,0.8394722445654983,POINT (-103.6997645 41.1881305)
196,VA,Culpeper,2.87,VACulpeper County,0.7872457519551371,POINT (-77.9618216 38.4912207)
197,GA,Crawford,3.23,GACrawford County,0.7674546511885172,POINT (-83.9825337 32.7212675)
198,AK,Yakutat City and Borough,5.41,AKYakutat City And Borough,0.6476085948754923,POINT (-139.3429439 59.6391781)
199,TX,Marion,5.23,TXMarion County,0.657504132151679,POINT (-94.344488 32.7931661)
200,NE,Wheeler,1.62,NEWheeler County,0.8559648197995995,POINT (-98.5309487 41.8998069)
201,NC,Chowan,4.16,NCChowan County,0.7163276692735162,POINT (-76.629641 36.0768949)
202,KS,Wichita,2.05,KSWichita County,0.8323254610902463,POINT (-101.3352939 38.4482137)
203,GA,Jasper,2.68,GAJasper County,0.7976910413022231,POINT (-83.6868559 33.3254635)
204,WV,Gilmer,5.48,WVGilmer County,0.6437603172720743,POINT (-80.8350098 38.9268106)
205,NE,Dawes,2.17,NEDawes County,0.825728423132332,POINT (-103.1216528 42.71723)
206,OK,Coal,3.35,OKCoal County,0.7608576263377261,POINT (-96.2944665 34.5661009)
207,NE,Keya Paha,2.2,NEKeya Paha County,0.8240791669196341,POINT (-99.6995454 42.8866032)
208,TX,Lipscomb,3.17,TXLipscomb County,0.7707531636139128,POINT (-100.2711772 36.2695629)
209,NE,Sheridan,2.07,NESheridan County,0.8312259569484478,POINT (-102.4089285 42.4542885)
210,GA,Towns,4.26,GATowns County,0.7108301223502771,POINT (-83.7182775 34.8971655)
211,VA,Lancaster,3.71,VALancaster County,0.7410665255711062,POINT (-76.4723233 37.7625738)
212,VA,Sussex,4.43,VASussex County,0.7014843502521129,POINT (-77.2741121 36.9096897)
213,AR,Nevada,4.08,ARNevada County,0.7207256858407103,POINT (-93.3055491 33.6413476)
214,WA,Garfield,7.52,WAGarfield County,0.5316107899516389,POINT (-117.5294769 46.4604687)
215,AR,Monroe,4.63,ARMonroe County,0.6904892826198812,POINT (-91.2289578 34.6778982)
216,VA,Madison,2.28,VAMadison County,0.81968115035244,POINT (-78.2846634 38.4114615)
217,MI,Keweenaw,6.48,MIKeweenaw County,0.5887850577536551,POINT (-88.0742387 47.3876058)
218,AL,Perry,5.55,ALPerry County,0.6399120396686562,POINT (-87.2876639 32.6421387)
219,TX,Hemphill,3.42,TXHemphill County,0.757009348734308,POINT (-100.2564532 35.8293476)
220,IA,Pocahontas,2.18,IAPocahontas County,0.8251786710614326,POINT (-94.6477383 42.7262681)
221,MN,Lake of the Woods,3.35,MNLake Of The Woods County,0.7608576263377261,POINT (-94.8480091 48.7032282)
222,VA,Manassas Park city,2.59,VAManassas Park City,0.8026388230474397,POINT (-77.4420075 38.766802)
223,TX,Sutton,6.05,TXSutton County,0.6124244099094466,POINT (-100.5384181 30.5121633)
224,WY,Hot Springs,3.02,WYHot Springs County,0.778999457784525,POINT (-108.409568 43.7008749)
225,MO,Scotland,2.17,MOScotland County,0.825728423132332,POINT (-92.1527305 40.4479304)
226,CO,San Juan,2.7,COSan Juan County,0.7965915371604246,POINT (-107.6495508 37.7633081)
227,TN,Moore,2.53,TNMoore County,0.8059373354728353,POINT (-86.3411514 35.2835629)
228,MO,Knox,2.67,MOKnox County,0.7982407933731224,POINT (-92.1573551 40.122723)
229,VA,Highland,2.34,VAHighland County,0.8163826379270445,POINT (-79.5907978 38.3841897)
230,TX,San Augustine,6.18,TXSan Augustine County,0.6052776460948794,POINT (-94.1751389 31.3970365)
231,ND,Nelson,3.03,NDNelson County,0.7784497057136257,POINT (-98.1774434 47.8852229)
232,NE,Thomas,2.68,NEThomas County,0.7976910413022231,POINT (-100.5558924 41.9116541)
233,KS,Comanche,2.24,KSComanche County,0.8218801586360371,POINT (-99.2958383 37.1960944)
234,IA,Osceola,1.79,IAOsceola County,0.8466190280407504,POINT (-95.6299944 43.3684613)
235,KS,Hamilton,1.69,KSHamilton County,0.852116548749743,POINT (-101.8141159 38.0058948)
236,KS,Pawnee,2.46,KSPawnee County,0.8097855999691301,POINT (-99.240825 38.1858758)
237,NE,Grant,1.69,NEGrant County,0.852116548749743,POINT (-101.7354061 41.9231444)
238,KS,Barber,2.11,KSBarber County,0.8290269486648507,POINT (-98.7033263 37.2113342)
239,LA,Cameron Parish,2.89,LACameron Parish,0.7861462347062154,POINT (-93.1843025 29.888055)
240,VA,Craig,3.12,VACraig County,0.7735019370755324,POINT (-80.1990826 37.4760225)
241,AL,Coosa,2.6,ALCoosa County,0.8020890709765405,POINT (-86.2327497 32.9181762)
242,NE,Harlan,1.94,NEHarlan County,0.8383727338701382,POINT (-99.4349368 40.1617382)
243,GA,Charlton,3.21,GACharlton County,0.7685541553303158,POINT (-82.1185847 30.8775388)
244,ID,Clark,3.72,IDClark County,0.740516773500207,POINT (-112.361997 44.2761996)
245,MS,Carroll,4.71,MSCarroll County,0.686091266052687,POINT (-89.9110025 33.4230182)
246,PA,Cameron,6.05,PACameron County,0.6124244099094466,POINT (-78.1931833 41.4586993)
247,GA,Irwin,4.12,GAIrwin County,0.7185266775571133,POINT (-83.2624513 31.5730108)
248,CO,San Miguel,3.24,COSan Miguel County,0.7669048991176179,POINT (-108.4712533 38.0292476)
249,NE,McPherson,1.86,NEMcpherson County,0.8427707569908939,POINT (-101.082432 41.5621689)
250,NV,Storey,4.14,NVStorey County,0.7174271734153147,POINT (-119.5157991 39.4572167)
251,TX,Stephens,3.88,TXStephens County,0.7317207272586955,POINT (-98.8200722 32.6944793)
252,AR,Lee,4.82,ARLee County,0.6800439801656719,POINT (-90.7759619 34.7836833)
253,LA,Tensas Parish,5.23,LATensas Parish,0.657504132151679,POINT (-91.3708695 31.9834216)
254,VA,Covington city,4.3,VACovington City,0.70863111406668,POINT (-79.9939484 37.7934528)
255,MI,Luce,6.65,MILuce County,0.5794392594412443,POINT (-85.5556156 46.4824144)
256,ND,Hettinger,1.74,NDHettinger County,0.8493677883952466,POINT (-102.4167046 46.4448014)
257,KY,Nicholas,4.24,KYNicholas County,0.7119296527063221,POINT (-84.0153581 38.3287954)
258,VA,Galax city,3.22,VAGalax City,0.7680044032594164,POINT (-80.9239671 36.6612387)
259,KS,Lincoln,2.42,KSLincoln County,0.8119846082527271,POINT (-98.2155504 39.0343606)
260,GA,Wheeler,5.27,GAWheeler County,0.6553051238680819,POINT (-82.7567324 32.112996)
261,MO,Worth,1.97,MOWorth County,0.8367234776574404,POINT (-94.4176406 40.4684837)
262,KS,Brown,2.41,KSBrown County,0.8125343603236264,POINT (-95.5819952 39.824223)
263,TX,Schleicher,3.67,TXSchleicher County,0.7432655338547032,POINT (-100.5418961 30.8791222)
264,VA,Bland,2.98,VABland County,0.781198466068122,POINT (-81.1154109 37.1312101)
265,VA,King William,2.73,VAKing William County,0.7949422809477268,POINT (-77.0690284 37.6940722)
266,GA,Camden,3.07,GACamden County,0.7762506974300287,POINT (-81.6225075 30.9298212)
267,AR,Dallas,4.19,ARDallas County,0.7146783999536952,POINT (-92.6853662 33.9630776)
268,SD,Clay,2.19,SDClay County,0.8246289189905334,POINT (-96.9712933 42.9190617)
269,NE,Dakota,2.92,NEDakota County,0.7844969784935176,POINT (-96.5677015 42.4049316)
270,NE,Banner,3.17,NEBanner County,0.7707531636139128,POINT (-103.7433155 41.5584661)
271,KY,Trigg,4.7,KYTrigg County,0.6866410312307096,POINT (-87.8782433 36.7949221)
272,NE,Arthur,2.18,NEArthur County,0.8251786710614326,POINT (-101.6974898 41.5721288)
273,GA,Wilcox,3.84,GAWilcox County,0.7339197486494158,POINT (-83.4379708 31.960784)
274,NE,Garfield,2.13,NEGarfield County,0.827927431415929,POINT (-99.0097985 41.895743)
275,KY,Fulton,4.7,KYFulton County,0.6866410312307096,POINT (-89.102082 36.5577082)
276,ID,Butte,3.11,IDButte County,0.7740516891464316,POINT (-113.2210324 43.6989304)
277,VA,Cumberland,3.48,VACumberland County,0.7537108363089124,POINT (-78.2469202 37.5004191)
278,KS,Atchison,3.62,KSAtchison County,0.7460143073163228,POINT (-95.3326052 39.545816)
279,WY,Johnson,3.59,WYJohnson County,0.7476635635290205,POINT (-106.6140815 44.0155638)
280,IL,Pope,4.7,ILPope County,0.6866410312307096,POINT (-88.5904425 37.3933531)
281,VA,Greensville,3.94,VAGreensville County,0.7284222148332999,POINT (-77.5768298 36.6405713)
282,MT,Wibaux,2.51,MTWibaux County,0.8070368396146338,POINT (-104.2215171 46.910018)
283,OR,Gilliam,4.14,ORGilliam County,0.7174271734153147,POINT (-120.2202197 45.3298742)
284,NC,Graham,5.67,NCGraham County,0.633315014817865,POINT (-83.8337785 35.359542)
285,OR,Wheeler,3.5,ORWheeler County,0.752611332167114,POINT (-120.0484375 44.6768382)
286,TX,Llano,3.94,TXLlano County,0.7284222148332999,POINT (-98.6970374 30.6663312)
287,GA,Tattnall,3.13,GATattnall County,0.7729521718975099,POINT (-82.0580692 32.0252793)
